SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
145151-V	ПРОАНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ, АНАЛИЗИРОВАТЬ ДАННЫЕ, АНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ, ПРОАНАЛИЗИРОВАТЬ ДАННЫЕ	['145152-V', '106534-V']	['ОБРАБОТАТЬ ДАННЫЕ, ПЕРЕРАБОТАТЬ ИНФОРМАЦИЮ, ОБРАБАТЫВАТЬ ДАННЫЕ, ПЕРЕРАБОТАТЬ ДАННЫЕ, ПЕРЕРАБАТЫВАТЬ ИНФОРМАЦИЮ, ПЕРЕРАБАТЫВАТЬ ДАННЫЕ', 'ОБРАБАТЫВАТЬ, ПОДВЕРГАТЬ ОБРАБОТКЕ, ПОДВЕРГНУТЬ ОБРАБОТКЕ, ВЕСТИ ОБРАБОТКУ, ОБРАБОТАТЬ']
131926-V	КОДИФИЦИРОВАТЬ	['120139-V', '118456-V', '107129-V']	['РАСКЛАССИФИЦИРОВАТЬ, КЛАССИФИЦИРОВАТЬ', 'ПОДРАЗДЕЛИТЬ, ПОДРАЗДЕЛЯТЬ', 'ПРИВЕСТИ В СИСТЕМУ, СИСТЕМАТИЗИРОВАТЬ']
131926-V	КОДИФИЦИРОВАТЬ	['118746-V', '148396-V']	['СВОДИТЬ В ОДНО МЕСТО, СВОДИТЬ, СВЕСТИ В ОДНО МЕСТО, СВЕСТИ, СВОДИТЬСЯ', 'СОБРАТЬ ЛЮДЕЙ, СОБИРАТЬ ЛЮДЕЙ']
6089-V	БОРОТЬСЯ С КОРРОЗИЕЙ	['110437-V', '140492-V', '111437-V']	['СОХРАНИТЬ, УБЕРЕГАТЬ, СБЕРЕЧЬ, СБЕРЕГАТЬ, УБЕРЕЧЬ, СОХРАНЯТЬ', 'ЗАЩИТИТЬ, ЗАЩИТИТЬСЯ, ЗАЩИЩАТЬСЯ, ЗАЩИЩАТЬСЯ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИЩАТЬ, ЗАЩИТИТЬСЯ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИТИТЬ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИЩАТЬ ОТ ВОЗДЕЙСТВИЯ', 'ПРЕДОХРАНЯТЬ, ПРЕДОХРАНИТЬСЯ, ПРЕДОХРАНИТЬ, ОБЕЗОПАСИТЬ']
6089-V	БОРОТЬСЯ С КОРРОЗИЕЙ	['106713-V', '106714-V']	['ВОЕВАТЬ, ВЕСТИ БОРЬБУ, БОРОТЬСЯ, СРАЖАТЬСЯ', 'ДЕЛАТЬ ПОПЫТКУ, ПОСТАРАТЬСЯ, ПОПЫТАТЬСЯ, ПОПЫТАТЬ СЧАСТЬЯ, ПОПЫТАТЬ, ПЕРЕПРОБОВАТЬ, ТРУДИТЬСЯ, СТАРАТЬСЯ, СДЕЛАТЬ ПОПЫТКУ, ПЫТАТЬСЯ, ПРОБОВАТЬ, ПОТРУДИТЬСЯ']
146641-V	ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	['126259-V', '150985-V']	['МЕНЯТЬСЯ, ЗАСТУПИТЬ, СМЕНЯТЬ, ПОДМЕНЯТЬ, СМЕНИТЬ, ПОДМЕНИТЬ, ЗАСТУПАТЬ', 'ПРАВО СОБСТВЕННОСТИ ПЕРЕШЛО, СМЕНИТЬ СОБСТВЕННИКА, ПОМЕНЯЛСЯ ВЛАДЕЛЕЦ, СОБСТВЕННОСТЬ ПЕРЕШЛА, СМЕНИТЬ ВЛАДЕЛЬЦА, ПОМЕНЯЛСЯ СОБСТВЕННИК, СМЕНИТЬ СВОЕГО ВЛАДЕЛЬЦА, СМЕНИЛСЯ СОБСТВЕННИК, ПОМЕНЯТЬ СОБСТВЕННИКА, СМЕНИЛСЯ ВЛАДЕЛЕЦ, ПОМЕНЯТЬ СВОЕГО ВЛАДЕЛЬЦА, ПОМЕНЯТЬ ВЛАДЕЛЬЦА']
146641-V	ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	['118698-V']	['СОВЕРШИТЬ ДЕЙСТВИЕ, ДЕЛАТЬ, ДЕЙСТВОВАТЬ, СДЕЛАТЬ, СОВЕРШАТЬ ДЕЙСТВИЕ, ДЕЛАТЬСЯ']
146641-V	ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	['148420-V', '144027-V']	['ОТНОСИТЬСЯ, СОСТОЯТЬ В ОТНОШЕНИЯХ', 'ДЕЙСТВОВАТЬ СОВМЕСТНО, СОВМЕСТНО ДЕЙСТВОВАТЬ']
146641-V	ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	['110437-V', '140492-V', '111437-V']	['СОХРАНИТЬ, УБЕРЕГАТЬ, СБЕРЕЧЬ, СБЕРЕГАТЬ, УБЕРЕЧЬ, СОХРАНЯТЬ', 'ЗАЩИТИТЬ, ЗАЩИТИТЬСЯ, ЗАЩИЩАТЬСЯ, ЗАЩИЩАТЬСЯ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИЩАТЬ, ЗАЩИТИТЬСЯ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИТИТЬ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИЩАТЬ ОТ ВОЗДЕЙСТВИЯ', 'ПРЕДОХРАНЯТЬ, ПРЕДОХРАНИТЬСЯ, ПРЕДОХРАНИТЬ, ОБЕЗОПАСИТЬ']
147550-V	ЭКРАНИРОВАТЬ	['110437-V', '140492-V', '111437-V']	['СОХРАНИТЬ, УБЕРЕГАТЬ, СБЕРЕЧЬ, СБЕРЕГАТЬ, УБЕРЕЧЬ, СОХРАНЯТЬ', 'ЗАЩИТИТЬ, ЗАЩИТИТЬСЯ, ЗАЩИЩАТЬСЯ, ЗАЩИЩАТЬСЯ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИЩАТЬ, ЗАЩИТИТЬСЯ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИТИТЬ ОТ ВОЗДЕЙСТВИЯ, ЗАЩИЩАТЬ ОТ ВОЗДЕЙСТВИЯ', 'ПРЕДОХРАНЯТЬ, ПРЕДОХРАНИТЬСЯ, ПРЕДОХРАНИТЬ, ОБЕЗОПАСИТЬ']
133661-V	МИГАТЬ, ПОДМИГИВАТЬ, ПОДМИГНУТЬ, ПОДМОРГНУТЬ, МИГНУТЬ, ПОДМАРГИВАТЬ	['118639-V', '106587-V', '119502-V']	['ПОДАТЬ ЗНАК', 'ПЕРЕМЕСТИТЬСЯ, ПЕРЕДВИГАТЬСЯ, ПЕРЕМЕЩАТЬСЯ, ПЕРЕДВИНУТЬСЯ, ДВИГАТЬСЯ', 'ДВИНУТЬСЯ, ПОШЕЛОХНУТЬСЯ, ШЕЛОХНУТЬСЯ, ДВИГАТЬСЯ, ПОШЕВЕЛЬНУТЬСЯ, ПОШЕВЕЛИТЬСЯ, ШЕВЕЛИТЬСЯ, ИЗМЕНИТЬ ПОЛОЖЕНИЕ ТЕЛА, ЗАШЕВЕЛИТЬСЯ, ШЕВЕЛЬНУТЬСЯ']
133661-V	МИГАТЬ, ПОДМИГИВАТЬ, ПОДМИГНУТЬ, ПОДМОРГНУТЬ, МИГНУТЬ, ПОДМАРГИВАТЬ	['106938-V', '117094-V']	['ПЕРЕМЕЩАТЬ, ПЕРЕМЕСТИТЬ', 'ПОШЕВЕЛЬНУТЬ, ДВИГАТЬ, ДВИНУТЬ, ШЕЛОХНУТЬ, ПОШЕВЕЛИТЬ, ШЕВЕЛЬНУТЬ, ЗАШЕВЕЛИТЬ, ПОШЕВЕЛИВАТЬ, ШЕВЕЛИТЬ ЧАСТЬЮ ТЕЛА, ШЕВЕЛИТЬ']
5619-V	ДЕЗЕРТИРОВАТЬ	['111281-V', '117315-V', '111260-V', '647-V', '107318-V', '107592-V']	['СОВЕРШИТЬ ПРЕДАТЕЛЬСТВО, ИЗМЕНИТЬ, ИЗМЕНЯТЬ, ПРЕДАВАТЬ, ПРЕДАТЬ, СОВЕРШАТЬ ПРЕДАТЕЛЬСТВО', 'НАРУШАТЬ ВЕРНОСТЬ, ИЗМЕНИТЬ, ИЗМЕНЯТЬ, НАРУШИТЬ ВЕРНОСТЬ', 'НАТВОРИТЬ', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ФИНТИТЬ, ХИТРИТЬ, СХИТРИТЬ', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
114904-V	ПУСТИТЬ ПЕТУХА, КРАСНОГО ПЕТУХА ПУСТИТЬ, ПОДПАЛИТЬ, ПОДЖЕЧЬ, ПОДПАЛИВАТЬ, ПОДЖИГАТЬ, ПУСТИТЬ КРАСНОГО ПЕТУХА	['111794-V', '106817-V']	['ЗАПАЛИТЬ, ЗАЖЕЧЬ, РАЗЖИГАТЬ, ВОСПЛАМЕНИТЬ, ЗАПАЛИВАТЬ, РАЗВОДИТЬ ОГОНЬ, ВОЗЖЕЧЬ, ВОЗЖИГАТЬ, РАЗВЕСТИ ОГОНЬ, ЗАЖИГАТЬ, РАЗЖЕЧЬ, ВОСПЛАМЕНЯТЬ', 'ЗАСТАВИТЬ, ПОНУДИТЬ, ЗАСТАВЛЯТЬ, ДОДАВИТЬ, ПРИНУЖДАТЬ, ПРИНУДИТЬ, ПОНУЖДАТЬ']
114904-V	ПУСТИТЬ ПЕТУХА, КРАСНОГО ПЕТУХА ПУСТИТЬ, ПОДПАЛИТЬ, ПОДЖЕЧЬ, ПОДПАЛИВАТЬ, ПОДЖИГАТЬ, ПУСТИТЬ КРАСНОГО ПЕТУХА	['647-V', '107592-V']	['ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
8315-V	ПРОВОЗИТЬ КОНТРАБАНДОЙ, ПРОВЕЗТИ КОНТРАБАНДОЙ	['141275-V', '647-V', '107592-V']	['СОВЕРШАТЬ НТП, СОВЕРШИТЬ НТП', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
8315-V	ПРОВОЗИТЬ КОНТРАБАНДОЙ, ПРОВЕЗТИ КОНТРАБАНДОЙ	['118776-V', '153186-V']	['ПРОВОЗИТЬСЯ, ПРОВОЗИТЬ, ПЕРЕВЕЗТИ С СОБОЙ, ПРОВЕЗТИ С СОБОЙ, ПРОВОЗИТЬ С СОБОЙ, ПРОВЕЗТИ, ПЕРЕВОЗИТЬ С СОБОЙ', 'ПРОВЕЗТИ ЧЕРЕЗ ГРАНИЦУ, ПРОВОЗИТЬ ЧЕРЕЗ ГРАНИЦУ']
7324-V	ПОДДЕЛЫВАЮТСЯ КУПЮРЫ, КУПЮРЫ ПОДДЕЛЫВАЮТСЯ	['106495-V', '112046-V', '111619-V', '112045-V']	['ВЫПУСКАТЬ, СРАБОТАТЬ, СРАБАТЫВАТЬ, СДЕЛАТЬ, ПРОИЗВОДИТЬ, ПРОИЗВЕСТИ, НАВЫПУСКАТЬ, ИЗГОТОВЛЯТЬСЯ, ИЗГОТОВЛЯТЬ, ИЗГОТОВИТЬ, ИЗГОТАВЛИВАТЬСЯ, ИЗГОТАВЛИВАТЬ, ДЕЛАТЬСЯ, ДЕЛАТЬ, ВЫРАБОТАТЬ, ВЫРАБАТЫВАТЬСЯ, ВЫРАБАТЫВАТЬ, ВЫПУСТИТЬ, ВЫПОЛНЯТЬ ИЗ, ВЫПОЛНИТЬ ИЗ', 'СЫМИТИРОВАТЬ, ИМИТИРОВАТЬ', 'СКОПИРОВАТЬ, ДЕЛАТЬ КОПИЮ, КОПИРОВАТЬ, СДЕЛАТЬ КОПИЮ, СНИМАТЬ КОПИЮ, СНЯТЬ КОПИЮ', 'ПОДДЕЛАТЬ, ПОДДЕЛЫВАТЬ, ПОДДЕЛЫВАТЬСЯ']
7324-V	ПОДДЕЛЫВАЮТСЯ КУПЮРЫ, КУПЮРЫ ПОДДЕЛЫВАЮТСЯ	['647-V', '107592-V']	['ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
129442-V	ПИРАТСТВОВАТЬ	['106495-V', '112046-V', '111619-V', '112045-V']	['ВЫПУСКАТЬ, СРАБОТАТЬ, СРАБАТЫВАТЬ, СДЕЛАТЬ, ПРОИЗВОДИТЬ, ПРОИЗВЕСТИ, НАВЫПУСКАТЬ, ИЗГОТОВЛЯТЬСЯ, ИЗГОТОВЛЯТЬ, ИЗГОТОВИТЬ, ИЗГОТАВЛИВАТЬСЯ, ИЗГОТАВЛИВАТЬ, ДЕЛАТЬСЯ, ДЕЛАТЬ, ВЫРАБОТАТЬ, ВЫРАБАТЫВАТЬСЯ, ВЫРАБАТЫВАТЬ, ВЫПУСТИТЬ, ВЫПОЛНЯТЬ ИЗ, ВЫПОЛНИТЬ ИЗ', 'СЫМИТИРОВАТЬ, ИМИТИРОВАТЬ', 'СКОПИРОВАТЬ, ДЕЛАТЬ КОПИЮ, КОПИРОВАТЬ, СДЕЛАТЬ КОПИЮ, СНИМАТЬ КОПИЮ, СНЯТЬ КОПИЮ', 'ПОДДЕЛАТЬ, ПОДДЕЛЫВАТЬ, ПОДДЕЛЫВАТЬСЯ']
129442-V	ПИРАТСТВОВАТЬ	['122242-V', '5893-V', '111260-V', '647-V', '107592-V']	['ПЕРЕСТУПИТЬ, ПЕРЕСТУПАТЬ, ПРЕСТУПАТЬ, ПРЕСТУПИТЬ, ДОПУСКАТЬ НАРУШЕНИЕ, ДОПУСТИТЬ НАРУШЕНИЕ, НАРУШАТЬ, НАРУШИТЬ, НЕ СОБЛЮДАТЬ, НЕ СОБЛЮСТИ', 'НАРУШАТЬ АВТОРСКИЕ ПРАВА', 'НАТВОРИТЬ', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
129442-V	ПИРАТСТВОВАТЬ	['106501-V']	['ПОДЕЛАТЬ']
8880-V	ПИРАТСТВОВАТЬ	['151440-V', '111394-V', '5296-V', '647-V', '4131-V', '113766-V', '107592-V']	['ТЕРРОРИСТЫ НАПАЛИ, ТЕРРОРИСТ АТАКОВАЛ', 'ЗЛОДЕЙСТВОВАТЬ, ТВОРИТЬ ЗЛО', 'РАЗБОЙНИЧАТЬ', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ПОХИЩАТЬ, ПОХИТИТЬ', 'СОВЕРШИТЬ НАПАДЕНИЕ, СОВЕРШАТЬ НАПАДЕНИЕ, НАПАДАТЬ', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
8880-V	ПИРАТСТВОВАТЬ	['115075-V', '114372-V', '115072-V']	['ОВЛАДЕВАТЬ, ОВЛАДЕТЬ', 'ОТБИРАТЬ, ЛИШАТЬ, ЛИШИТЬ, ОСТАВИТЬ БЕЗ, ОСТАВЛЯТЬ БЕЗ, ОТБИРАТЬСЯ, ОТНИМАТЬ, ОТНИМАТЬСЯ, ОТНЯТЬ, ОТОБРАТЬ', 'ЗАВЛАДЕВАТЬ, СИЛОЙ ЗАХВАТИТЬ, ЗАВЛАДЕТЬ, ВЗЯТЬ СИЛОЙ, ЗАХВАТИТЬ, УРВАТЬ, НАСИЛЬСТВЕННО ЗАХВАТИТЬ, УХВАТИТЬ, ЗАХВАТЫВАТЬ']
5359-V	ПРОДАТЬ РОДИНУ	['111281-V', '117315-V', '111394-V', '111260-V', '647-V', '107318-V', '107592-V']	['СОВЕРШИТЬ ПРЕДАТЕЛЬСТВО, ИЗМЕНИТЬ, ИЗМЕНЯТЬ, ПРЕДАВАТЬ, ПРЕДАТЬ, СОВЕРШАТЬ ПРЕДАТЕЛЬСТВО', 'НАРУШАТЬ ВЕРНОСТЬ, ИЗМЕНИТЬ, ИЗМЕНЯТЬ, НАРУШИТЬ ВЕРНОСТЬ', 'ЗЛОДЕЙСТВОВАТЬ, ТВОРИТЬ ЗЛО', 'НАТВОРИТЬ', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ФИНТИТЬ, ХИТРИТЬ, СХИТРИТЬ', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ']
7320-V	ШПИОНИТЬ НА РАЗВЕДКУ, ШПИОНИТЬ НА, ШПИОНИТЬ	['111260-V', '107592-V', '647-V', '111394-V']	['НАТВОРИТЬ', 'ПРЕНЕБРЕЧЬ ПРАВИЛАМИ, ГРЕШИТЬ, ГРЕШИТЬ ПРОТИВ, ГРЕШИТЬ ПРОТИВ ПРАВИЛ, НАРУШАТЬ ПРАВИЛА, НАРУШИТЬ ПРАВИЛА, ОТОЙТИ ОТ ПРАВИЛА, ПЕРЕСТУПАТЬ ГРАНИЦУ, ПЕРЕСТУПАТЬ ПРАВИЛО, ПЕРЕСТУПИТЬ ГРАНИЦУ, ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО, ПЕРЕСТУПИТЬ ПРАВИЛО, ПОГРЕШИТЬ, ПРАВИЛА НЕ ПИСАНЫ, ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН', 'ЗЛОДЕЙСТВОВАТЬ, ТВОРИТЬ ЗЛО']
7320-V	ШПИОНИТЬ НА РАЗВЕДКУ, ШПИОНИТЬ НА, ШПИОНИТЬ	['2602-V', '106501-V', '142340-V']	['РАЗВЕДАТЬ, РАЗВЕДЫВАТЬ', 'ПОДЕЛАТЬ', 'ДОБЫТЬ ИНФОРМАЦИЮ, СОБИРАТЬ ИНФОРМАЦИЮ, СОБИРАТЬ СВЕДЕНИЯ, ПОЛУЧИТЬ ИНФОРМАЦИЮ, ДОБЫВАТЬ ИНФОРМАЦИЮ, ПОЛУЧИТЬ ДАННЫЕ, СОБРАТЬ ИНФОРМАЦИЮ, СОБРАТЬ ДАННЫЕ, ПОЛУЧАТЬ ИНФОРМАЦИЮ, СОБИРАТЬ ДАННЫЕ, СОБРАТЬ СВЕДЕНИЯ, ПОЛУЧАТЬ ДАННЫЕ']
4522-V	ПОТРЕБОВАТЬ ВЗЯТКУ, ПРЕДЛАГАТЬ ВЗЯТКУ, ПРЕДЛОЖИТЬ ВЗЯТКУ, ПЕРЕДАВАТЬ ВЗЯТКУ, ДАТЬ НА ЛАПУ, ПРИНИМАТЬ ВЗЯТКУ, ДАТЬ В ЛАПУ, ДАТЬ ВЗЯТКУ, ПОДМАЗАТЬ, ДАВАТЬ НА ЛАПУ, ПРИНЯТЬ ВЗЯТКУ, ДАВАТЬ В ЛАПУ, ДАВАТЬ ВЗЯТКУ, ВЫМОГАТЬ ВЗЯТКУ, ТРЕБОВАТЬ ВЗЯТКУ, ВСУЧИТЬ ВЗЯТКУ, ПОДМАЗЫВАТЬ, БРАТЬ ВЗЯТКИ, ПОЛУЧАТЬ ВЗЯТКУ, ПОЛУЧИТЬ ВЗЯТКУ	['142493-V', '106935-V', '106818-V']	['ПОДКУПИТЬ, ПОКУПАТЬ, КУПИТЬ, ПОДКУПАТЬ', 'ПЕРЕДАВАТЬ, ДАВАТЬСЯ, ДАВАТЬ, ВЫДАТЬ НА РУКИ, ПЕРЕДАТЬ, ВРУЧАТЬ, ВРУЧИТЬ, ДАТЬ В РУКИ, ОТДАВАТЬ, ДАТЬ, ОТДАТЬ, НА РУКИ ВЫДАТЬ', 'ПОДКЛЮЧАТЬ, ПРИВЛЕКАТЬ, ПРИВЛЕЧЬ К УЧАСТИЮ, ПРИВЛЕЧЬ, ПОДКЛЮЧАТЬ К УЧАСТИЮ, ПОДКЛЮЧИТЬ, ПРИВЛЕКАТЬ К УЧАСТИЮ']
